"Branch","Executive Name","Visted Date","Customer Group","Potential Qnty","Mode Of Contact","Item Group","Notes/Remarks","Creation Date","Date of Update"
"Chennai","CHANDRASEKARAN.A","2014-05-30 00:00:00","BIO NEEMTEC INDIA PVT LTD","0","Visit","HEXANE","Meet Mr.Mohan regarding order followup customer get Aceton-140,Hexane-135 &IPA-135","2014-05-30",""
"Chennai","CHANDRASEKARAN.A","2014-06-02 00:00:00","SATHYAM METAL PRINTER","0","Visit","CYCLOHEXANE","Meet Mr.Sathayamoorthy regarding Newcustomer convert  but customer need C9 Sample","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-02 00:00:00","AGNI SOLDERS","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Srirkanth regarding order & payment followup customer will send courir with in 2days & order will give next week","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-02 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","METHYL ETHYL KETONE","Meet Mr.Jayaram regarding order followup customer dont have requirement for this month","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-02 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.Sriram regarding order & payment followup customer will send courir with in 2days & order will give next week","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-02 00:00:00","GERMAN POLYMERS AND COATINGS PVT. LTD.,","0","Visit","MIX XYLENE","Meet Mr.Ravi regarding order followup customer need 30days credit i informed him only advance payment can be do business","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-02 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","MIX XYLENE","Meet Mr.Narasimman regarding order followup cutomer said they will have requirement next week only","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-03 00:00:00","ARUDRA ENGINEERS PRIVATE LTD.,.,","0","Visit","ISOPROPYL ALCOHOL","Visit With Mr.Soundarrajan Meet Mr.Ravi regarding order & payment followup customer will give order next week & payment will get next week","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-03 00:00:00","A.R GERKHINS","0","Visit","ACETIC ACID","Visit With Mr.Soundarrajan Meet Mr.Suresh regarding order followup they have using 10% Acetic Acid we given offer 46++ Tanker price","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-03 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DI ISOCYNATE (TDI)","Visit With Mr.Soundarrajan Meet MR.Krishnan & Govind Regarding order & payment followup collected PDC","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-03 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Visit With Mr.Soundarrajan Meet Ms.Anuratha regarding order followup customer need credit days Acetic Acid-1tones  & all so conformed safty meeting","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-03 00:00:00","EMRALD RESILIENT TYRE MFG P LTD","0","Visit","TOLUENE","Visit With Mr.Soundarrajan Meet Mr.Mohan Re-Entry customer customer convert into Advance payment Toluene & Hxane 3barrels for months","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-04 00:00:00","UCAL FUEL SYSTEMS LTD","0","Visit","ISOPAR L","Meet Mr.Manikandan regarding order followup customer will give on 4th week","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-09 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet MR.Krishnan & Govind Regarding order & payment followup collected payment by cheque","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-09 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.Sriram regarding payment &order followup customer got 2barrels toluene","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-09 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Meet Mr.Prakash regarding payment followup cutomer give next week order customer will give month end","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-09 00:00:00","SOFTGEL HEALTH CARE PRIVATE LTD","0","Visit","ACETONE","Meet Mr.Preamkumar regarding order followup customer will call us when they have requirement","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-09 00:00:00","AKASH POLY PACK","0","Visit","N.BUTANOL","Meet Ms.Sujitha regarding PDC followup customer will give next week","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-10 00:00:00","ARLE CHEMIS","0","Visit","ACETONE","Visit With Mr.Senthil meet ms.Jule regarding order followup customer using acetone-2brl, H2O2-500kg","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-10 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Visit With Mr.Senthil Meet Ms.Kalaiselvi regarding order followup customer order will get next week","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-10 00:00:00","YAMUNA ROTO PRINTING","0","Visit","ETHYL ACETATE","Visit With Mr.Senthil Meet Mr.Ganesh regarding new customer covert mr.Dayalan not availabble need vist next week","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-10 00:00:00","AGNI SOLDERS","0","Visit","ISOPROPYL ALCOHOL","Visit With Mr.Senthil Meet Mr.Srikanth regarding order followup customer get IPA 148++ 5barrels Shild barrels","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-10 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DI ISOCYNATE (TDI)","Visit With Mr.Senthil Meet Mr.Krishana ,guruprasad & Govind regarding payment followup collected payment","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-10 00:00:00","TRINITY COLOUR INK","0","Visit","CYCLOHEXANONE","Visit With Mr.Senthil Meet Mr.Krishana new customer convert customer not interst to buy Advance payment","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-13 00:00:00","PIRAMAL ENTERPRISES LTD","0","Visit","ACETONE","Meet Mr.Mohan Reagrding payment followup collected payment 12Lacks By cheque","2014-06-13",""
"Chennai","CHANDRASEKARAN.A","2014-06-14 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Meet Mr.Anand regarding order followup but customer was in meeting","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-14 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Meet Ms.Anuratha regarding Acetic acid order followup customer said come back next week","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-14 00:00:00","SATHAYAM METAL PRINTER","0","Visit","SOLVENT C9","Meet Mr.Sathayamoorthy regarding order folllowup & Given Sample C9","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-14 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Meet Ms.Anadhi order regarding order followup & Given credit note customer will give order next month only","2014-06-28",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","VCARE PHARCOS","0","Visit","MONOETHANOLAMINE","Visit with chinthil Kumar Meet Mr.Dhanasekar regarding order followup customer said they will give next week","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","KANNAN & CO","0","Visit","TOLUENE","Visit with chinthil Kumar  Meet Mr.Thiraviyam regarding New customer convert customer Not Ready to change supplier","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","EMRALD RESILIENT TYRE MFG P LTD","0","Visit","HEXANE","Visit with chinthil Kumar  Meet Mr.Mohan regarding order followup customer will call us","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","KISHA TRADER","0","Visit","ETHYL ACETATE","Visit with chinthil Kumar  Meet Mr.Thangaraj Regarding New customer converting not interst speak with us","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","MARSON POLYMER","0","Visit","TOLUENE","Visit with chinthil Kumar  Meet Mr.Manikandan regarding New customer customer don't use chemicals","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","4 ACES","0","Visit","HEXANE","Visit with chinthil Kumar  Meet Mr.Ashok regarding order followup customer have require customer will call us","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Visit with chinthil Kumar  Meet Mr.Anand regarding order followup customer getting Acetone 95++ but we offerd 103++","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-16 00:00:00","CAVINKARE PRIVATE LIMITED","0","Visit","MONOETHANOLAMINE","Visit with chinthil Kumar  Meet Mr.Manimaran regarding order followup if customer have requirememnt customer will call us","2014-06-16",""
"Chennai","CHANDRASEKARAN.A","2014-06-17 00:00:00","RIALTO ENTERPRISES PVT LTD","0","Visit","","Meet Mr.Raja regarding new customer convert but there dont use chemical","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-17 00:00:00","BBL DAIDO PRIVATE LIMITED","0","Visit","ISOPAR M","Went order followup Mr.Ravi not avilable","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-17 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Krishanan regarding order followup customer will send enquiry","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-17 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Meet Mr.Prakash regarding payment followup customer said will give next week","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-17 00:00:00","AKASH POLY PACK","0","Visit","N.BUTANOL","Meet Ms.Sujitha regarding order & payment followup customer will send enquiry us","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-17 00:00:00","FOURRTS PHARMA PVT LTD","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Ramakrishnan regarding New customer followup convert factory in thuraipakkam","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","VENBIOTECH (P) LTD","0","Visit","HEXANE","Went new customer convret that was factry of Venbio-tech","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","ESTERKOTE PVT. LTD","0","Visit","PHENOL","Meet Mr,Mohan regarding payment followup customer has done RTGS & phenol supply","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","LIGHTUP MILLION VILLAGE RIVATE LTD","0","Visit","","Meet Mr.Saravan pandi regarding new customer convert customer using lab chemical customer will send enquiry","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","ETHYL ACETATE","Meet Mr.Saratha regarding order & PDC followup customer will give next week","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","UNIVERSAL PRINT SYSTEMS LTD","0","Visit","ISOPAR L","Meet Mr.Ravi ram regarding order followup customer said come back next month 2nd week","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","TOLUENE","Meet Mr.Palanivel regarding order followup customer will send enquiry us","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-18 00:00:00","AMRUTANJAN GROUP","0","Visit","HEXANE","Meet Mr.Chandrasekar regarding order followup customer said when customer have requirement customer will call us","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-19 00:00:00","ATC CHEMICALS INDIA PVT.LTD","0","Visit","PHENOL","Visit with Mr.Soundarajan Meet Mr.Valerian Dejours regarding order followup & given phenol Sample also given price 115+CVD+VAT","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-19 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.sriram regarding order followup customer will give next week","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-19 00:00:00","ATLAS INSULATION","0","Visit","N.BUTANOL","went for new customer convert but Mr.Jayaprakash regarding order followup","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-19 00:00:00","EROPEAN FLOWER FRANGANCES PVT LTD","0","Visit","DIPROPYLENE GLYCOL","Visit with Mr.Sridhar regarding order followp customer need price customer given price Shell make 145++ & Lyandal Make 155++","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-19 00:00:00","R.J.AROMAX","0","Visit","DIPROPYLENE GLYCOL","Meet Mr.Chandramohan regarding Re-entry cyustomer convert but curretntly customer dont have requirements","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-20 00:00:00","STEDMAN PHARMACEUTICALS PVT. LTD.,","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Durairaj regaring order followup cuwstomer need offer for IPA & MDC","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-20 00:00:00","SATHAYM METAL PRINTER","0","Visit","SOLVENT C9","Meet Mr.Sathaymoorthy regarding order followup customer will say next week","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-20 00:00:00","4 ACES","0","Visit","HEXANE","Meet Mr.Ashok Metta regarding order followup customer will call us","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-20 00:00:00","VCARE PHARCOS","0","Visit","HYDROGEN PEROXIDE","Meet Mr.Dhanasekar regarding order followup & collect 2brrels MEA 7& IPA not matching price","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-20 00:00:00","ARLE CHEMIS","0","Visit","ACETONE","Meet Ms.Julie regarding order followup customer will send call us for enquiry","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Guruprasad regarding order & payment followup collected 19laks payment","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Meet Ms.Jaya regardng order followup customer need 80kg Toluene given price 128++","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","APOLLO SEALS CO","0","Visit","TOLUENE","Meet Mr.Akbar regarding order followup ctsomer dont have requirement now","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","YAUNA ROTO PRINTING","0","Visit","","Meet Mr.Ganesh Regarding New customer customer need disscus with Mr.Dayalan","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","AGNI SOLDERS","0","Visit","ISOPROPYL ALCOHOL","Meet Meet MR.Srikath regarding order followup customer dont have requirement mow Exxsol d40","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","A.R GERKHINS","0","Visit","ACETIC ACID","Meet MrSuresh regarding order followup customer need discuss higher officer","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-23 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Meet Ms.Anathi regarding order ,Cancellation Invoice & collected PDC also","2014-07-05",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Meet Ms.Kalaiselvi regarding payment collect collect on PDC","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakara Regarding payment followup customer said they will clear one payment with this week end","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","REFLEX GAS","0","Visit","","Meet Mr.Prabhakara Regarding payment followup customer cheque ready come back 3.30PM get appruvol","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Meet Mr.Venaktesan & Ms.Jaya regarding order & given Sample Customer will Say with next week","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Meet Ms.Saratha regarding order followup & PDC customer will give with in this week","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","ACETONE","Meet Mr.jayaram regarding order followup customer have stock this onth no Requirements","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-24 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","TOLUENE","Meet Mr.Venkatesh regarding order followup Acetic Acid given 95++ but they Asked 76 only","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","FREINS ENGINEERING LTD. A/C. M/S BRAKES INDIA LTD","0","Visit","METHYL ETHYL KETONE","Meet Mr.Senthil kumar regarding order followup customer dont want give EUC","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","MIX XYLENE","Meet Mr.YAM KEE & Ms.Lavanya regarding order followup MMX-95 barrl, DAA-10brl,IBA-10brl & EA-10brl conformed","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","WABCO INDIA LIMITED","0","Visit","ISOPAR M","Meet Mr.Arul Varatharajan regarding order followup  customer need Isopar M Sample","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","PHENOL","Went for order followup Mr.Mohan not available","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","UCAL FUEL SYSTEMS LTD","0","Visit","ISOPAR L","Meet Mr.Manikandan regarding order followup customer have requirement month end or next month forst week","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","NUTRICON ANIMAL HEALTHCARE","0","Visit","FORMIC ACID","Meet Mr.Vikram regarding new customer convert customer using Formic Acid-100kg,Acetic Acid-100kg customer need dicuss his manager","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-25 00:00:00","COROSYNTH SERVICES","0","Visit","","Meet Mr.Padhama regarding new customer but customer dont use chemical","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-26 00:00:00","GLOBAL PACKAGING INDUSTRY","0","Visit","N.BUTANOL","Visit With Mr.Senthil Meet Mr.Rajesh regarding order followup customer had in meeting need visit next week","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-26 00:00:00","CLARION COSMETICS PVT LTD","0","Visit","","Meet Mr.Rajesh Regarding New customer convert  but customer was busy come on saturday 11AM","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-26 00:00:00","ADDUCO ENGINEERING SOLUTIONS PVT LTD","0","Visit","EXXSOL D40","Meet Mr.Loganathan Regarding order followup customer will give with in week end","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-26 00:00:00","NEVEDA POLYMER","0","Visit","N.BUTANOL","Visit With Mr.Senthil Meet Mr.Karunanithi regarding order followup collect order 1brl N.BUTNOL","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-26 00:00:00","GRINNER PLOY PACK","0","Visit","N.BUTANOL","Visit With Mr.Senthil Meet MrAshok regarding new customer convert customer Office in Parris","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-26 00:00:00","SATHAYAM GARAPHICS","0","Visit","N.BUTANOL","Visit With Mr.Senthil Meet Raja new customer convert deciding person not available customer using N.BUTNOL 2brls for months","2014-06-26",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","VCARE PHARCOS","0","Visit","MONOETHANOLAMINE","Meet Mr.Dhanasekara Regarding order followup customer Need IPA distied material 200litter for month customer getting Rs.80litter","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakara Regarding payment followup customer cheque ready come back 3.30PM get appruvol","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","ABIRAMI  POLYMERS","0","Visit","N.BUTANOL","Meet Ms.Sujitha regarding payment followup  customer will give on tomorrow","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Krishnan regarding payment folowup customer will give on tomrrow","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","ATC CHEMICALS INDIA PVT.LTD","0","Visit","PHENOL","Meet Ms.Oviya priya regarding Phenol supply customer need credit note 36Kg","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.Sriram regarding payment followup customer will give next month first week","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Meet Mr.Ravi regarding order followup customer dont have requirement this month","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-27 00:00:00","AGNI SOLDERS","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Srikanth regarding payment followup collected 2lacks cheque","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-06-30 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Meet Ms.Anadhi regarding order followup customer will give this month 10 Brrels Cyclo hexanon","2014-07-01",""
"Chennai","CHANDRASEKARAN.A","2014-06-30 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Guruprasad regarding payment followup  customer will relse 2nd july only","2014-07-01",""
"Chennai","CHANDRASEKARAN.A","2014-06-30 00:00:00","PURE LUBRICANTS CHENNAI PRIVATE LIMITED","0","Visit","TOLUENE","Meet Ms.Girija regarding given invoice","2014-07-01",""
"Chennai","CHANDRASEKARAN.A","2014-06-30 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Meet Ms.Anuratha regarding order followup customer dont have requirement now","2014-07-01",""
"Chennai","CHANDRASEKARAN.A","2014-06-30 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","ACETONE","Meet Mr.Ragamadhulla  regarding payment followup customer will send courier","2014-07-01",""
"Chennai","CHANDRASEKARAN.A","2014-07-01 00:00:00","SRI RAAGAVENDRA INDUSTRIAL GASES PVT.LTD","0","Visit","ACETONE","Meet Mr.Prabhu regarding order followup customer need to send offer","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-01 00:00:00","YAMUNA ROTO PRINTING","0","Visit","ETHYL ACETATE","Meet Mr.Ganesh regarding new customer convert Mr..Dayalan not avilable need meet him","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-01 00:00:00","SENDHUR SURFACE COATINGS","0","Visit","PHOSPHORIC ACID","Meet Mr.Senthil regarding order followup customer dont have requirement now customer will call us","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-01 00:00:00","SATHAYAM STTL ROOF STRUCTURES PVT LTD","0","Visit","LOW AROMATIC WHITE SPIRIT","Meet Ms.Mahalakshmi regarding New customer convert customer was busy customer need send product list","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-01 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.Sriram regarding payment & order followup customer will give week end & get 2brl order","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-02 00:00:00","NEVEDA POLYMER","0","Visit","N.BUTANOL","Meet Mr.Senthil regarding payment followup customer Mr.Karunanithi not available","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-02 00:00:00","AGNI SOLDERS","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Srikanth regarding order followup customer will give next week","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-02 00:00:00","ESTERKOTE PVT. LTD","0","Visit","PHENOL","Meet Mr.Mohan regarding paymet & Repack order followup customer will say next week","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-02 00:00:00","CCCL PEARL CITY FOOD FORT SEZ LTD","0","Visit","","Meet Mr.Mahalingam regarding order followup need contact Mr.Sivantham customer need product list","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-02 00:00:00","BIO TEC BAGS INDIA PRIVATE LIMITED","0","Visit","N.BUTANOL","Meet Mr.Shankar regarding new customer convert customer need to send offer","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-02 00:00:00","STANDRAD PLASTIC","0","Visit","N.BUTANOL","Meet Mr.Nema Ram regarding new customer covert customer using 2brls for month customer need send offer","2014-07-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-03 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","TOLUENE","Meet Mr.Palanivel regarding order & payment followup cuystomer will give 2mrow & Acetic acid will conform next week","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-03 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Meet Ms.Saratha regarding order & Cheque followup ms.saratha not available we need visit next week","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-03 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Guruprasad regarding payment followup collected payment","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-03 00:00:00","A.R GERHINS","0","Visit","ACETIC ACID","Meet Mr.Suresh regarding order followup customer say next week","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-03 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Meet Mr.Prakash regarding payment followup customer will give next week","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-04 00:00:00","ARLE CHEMIS","0","Visit","ACETONE","Meet Ms.Juli regarding order followup customer need offer for Acetone given price 102++","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-07-04 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakaran regarding payment followup customer will give 2mrow 4.5lacks","2014-07-04",""
"Chennai","CHANDRASEKARAN.A","2014-07-07 00:00:00","WINDIA AQUA PROJECT","0","Visit","HYDROGEN PEROXIDE","Meet Mr.Renganathan regarding New customer visit  need meet Director come next week regarding potential identification","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-07 00:00:00","STANDARD PLASTIC","0","Visit","N-BUTANOL","Meet Mr.Ram regarding New customer convert customer customer getting N-BUTNOL 115 we given price 124inclsive all","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-07 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","ISO PROPYL ALCOHOL","Meet Mr.Palanivel regarding order followup & get 6barrels Toluene","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-07 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Meet Ms.Saratha regarding Cheque changes given customer will change & they will send courir","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-07 00:00:00","UNIVERSAL PRINT SYSTEMS LTD","0","Visit","ISOPAR L","Meet Mr.Raviram regarding New customer convert customer will call us","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-07 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Babu regarding order & Payment followup collected 19lacks TDI payment","2014-07-17",""
